Date,Area,Rent,Food,Transport,Utilities,Misc,Total
2020-08-31,Rongai,35336,13653,7247,2686,6617,65539
2020-08-31,Karen,152571,24404,17600,7643,15775,217994
2020-08-31,South B,45617,15509,9682,5338,5251,81398
2020-08-31,Ruiru,20085,9156,3897,3964,3246,40348
2020-08-31,Westlands,97239,21637,15149,6049,13763,153837
2020-08-31,Kasarani,21536,11467,7498,4042,2923,47466
2020-08-31,Donholm,40236,14191,7169,4265,7793,73653
2020-08-31,Umoja,29535,13920,5615,4688,5105,58863
2020-08-31,Ruaka,45605,18579,12096,5728,11737,93745
2020-08-31,Ruiru,23055,11927,5138,4380,5087,49587
2020-08-31,Umoja,23674,11361,6383,2582,8489,52489
2020-08-31,Kitengela,29402,15538,8182,2697,7420,63239
2020-08-31,Thika,23690,12838,7831,3761,8454,56574
2020-08-31,Kileleshwa,79999,20031,12996,4631,11635,129292
2020-08-31,Karen,157192,28570,15996,8299,18467,228525
2020-08-31,Kikuyu,20493,10463,4233,3907,5862,44958
2020-08-31,Thika,25633,8797,4995,4417,7724,51566
2020-08-31,Githurai,10100,12050,6698,2970,4745,36564
2020-08-31,Langata,59299,21426,12974,6074,13254,113028
2020-08-31,Kileleshwa,83933,23069,11779,6455,10562,135798
2020-08-31,Embakasi,28195,12388,6980,3322,8802,59687
2020-08-31,Kikuyu,22266,9264,4478,3666,8053,47727
2020-08-31,Westlands,95403,25028,13088,7433,10572,151524
2020-08-31,Thika,17868,10630,8037,2174,7078,45787
2020-08-31,Kitengela,29363,15858,6434,3129,8829,63613
2020-08-31,South B,42113,15584,8563,4408,10540,81209
2020-08-31,Ngong,40900,17987,6430,3087,7467,75870
2020-08-31,Githurai,10873,10425,7546,2891,2651,34387
2020-08-31,South B,41184,17414,8103,5514,8767,80983
2020-08-31,Githurai,7685,6325,2657,2228,1586,20482
2020-08-31,Kitengela,28211,10525,5138,3141,5614,52629
2020-08-31,Donholm,39469,14931,7735,3891,4486,70511
2020-08-31,Langata,59374,20328,10664,5344,13145,108856
2020-08-31,Umoja,23193,10505,4307,3614,4290,45909
2020-08-31,Rongai,31702,14629,6273,4973,7044,64621
2020-08-31,Kasarani,18975,11032,3980,3362,7895,45244
2020-08-31,Embakasi,26061,11409,6832,4532,5879,54713
2020-08-31,Kikuyu,18508,10542,7529,3984,4976,45539
2020-08-31,Rongai,28417,14075,5405,4877,7450,60224
2020-08-31,Ruaka,51387,20715,8458,5670,10233,96463
2020-08-31,Rongai,29404,13393,4805,4746,6949,59297
2020-08-31,Githurai,14184,7154,5708,1700,3554,32300
2020-08-31,Kasarani,18854,10456,5601,3091,6023,44025
2020-08-31,Kitengela,24424,13663,6127,3617,6292,54123
2020-08-31,Githurai,12379,7309,5775,2794,1889,30147
2020-08-31,Ruaka,51352,18521,9659,5816,8575,93923
2020-08-31,Ngong,37155,12876,9700,5573,8391,73694
2020-08-31,Karen,152008,26530,15405,8011,19211,221166
2020-08-31,Kileleshwa,85112,24418,10813,5235,11296,136874
2020-08-31,Ngong,38913,16016,6559,3990,7694,73171
2020-08-31,Embakasi,25248,15034,8147,4801,5701,58931
2020-08-31,Ruiru,22557,9267,8949,4777,3121,48671
2020-08-31,South B,44871,18669,10506,5916,10230,90193
2020-08-31,Kasarani,20289,9210,7401,2810,5845,45555
2020-08-31,Langata,54213,20510,12959,4674,8659,101016
2020-08-31,Kileleshwa,80170,22138,12112,6958,13508,134886
2020-08-31,Ngong,38519,14938,8143,2856,5809,70264
2020-08-31,Kasarani,18681,10661,6322,3164,3642,42470
2020-08-31,Westlands,97885,25025,12399,6700,16290,158299
2020-08-31,Juja,16673,11664,5994,1659,5516,41506
2020-08-31,Githurai,11932,7882,6722,3454,4638,34629
2020-08-31,Ngong,36038,13977,6371,5215,8247,69847
2020-08-31,Rongai,32437,12835,8428,3382,6782,63864
2020-08-31,Ngong,38076,18122,6561,5049,9409,77216
2020-08-31,Kasarani,18153,9741,7596,2778,5399,43667
2020-08-31,Embakasi,27445,12861,6169,2708,4202,53385
2020-08-31,Kikuyu,17946,11200,6584,4542,5270,45542
2020-08-31,Ruiru,23131,9162,7646,3078,7719,50736
2020-08-31,Mlolongo,21292,10953,3403,1925,6178,43751
2020-08-31,Kikuyu,24015,12642,7035,3316,4799,51807
2020-08-31,Ngong,35427,13913,9513,4282,7660,70794
2020-08-31,Embakasi,23467,15099,7105,2509,6693,54873
2020-08-31,Githurai,14186,7390,4121,2457,2469,30624
2020-08-31,Kitengela,24939,14585,5249,4502,6997,56272
2020-08-31,South B,45141,19051,9634,4732,6884,85443
2020-08-31,Embakasi,24146,11903,4658,3175,7439,51321
2020-08-31,Kileleshwa,83578,20757,10133,6294,11035,131797
2020-08-31,South B,39488,18405,8160,4003,7236,77293
2020-08-31,Kikuyu,25605,11153,6993,2472,8237,54460
2020-08-31,Langata,54670,18655,11018,6649,13128,104121
2020-08-31,Kikuyu,18418,9933,7815,2779,2731,41676
2020-08-31,Kasarani,19593,12132,4504,3543,5496,45268
2020-08-31,Embakasi,25567,10896,7433,3321,7227,54444
2020-08-31,Langata,53935,18760,11453,4674,12439,101262
2020-08-31,Githurai,10621,9020,5483,4510,7050,36685
2020-08-31,Umoja,25426,11661,7837,4818,6894,56636
2020-08-31,Kileleshwa,83465,21013,9591,5788,11814,131671
2020-08-31,Umoja,24962,11434,3779,2254,5036,47465
2020-08-31,Kitengela,26966,11946,6362,4456,5198,54928
2020-08-31,Umoja,24395,16214,3713,3401,3188,50911
2020-08-31,Thika,19875,13454,6166,3700,4748,47943
2020-08-31,Embakasi,25142,16170,7855,3092,4787,57046
2020-08-31,Mlolongo,18995,12197,6559,2473,7853,48077
2020-08-31,Ruiru,24662,11503,6369,2959,7607,53100
2020-08-31,Thika,19100,12593,6668,4400,3006,45767
2020-08-31,Karen,156743,30069,21866,7686,16520,232885
2020-08-31,Kikuyu,19222,14277,7242,2347,6137,49225
2020-08-31,Kasarani,18585,11323,7881,2662,4114,44565
2020-08-31,Kitengela,30255,13112,4828,3727,7379,59301
2020-08-31,Karen,157696,23978,16186,6730,18850,223441
2020-08-31,Kasarani,22447,10324,6007,2264,6778,47820
2020-08-31,Kitengela,23574,10436,6506,4237,7368,52121
2020-08-31,Embakasi,27600,14424,4665,4635,3411,54735
2020-08-31,Githurai,15029,8602,4361,3297,2491,33781
2020-08-31,Ruiru,25375,11296,7723,4351,3476,52221
2020-08-31,Githurai,9566,7738,4610,4060,1397,27372
2020-08-31,Westlands,90233,25133,14703,7192,15029,152290
2020-08-31,Mlolongo,23065,9847,7361,3701,5584,49558
2020-08-31,Langata,58281,21885,10811,4349,8342,103669
2020-08-31,Umoja,25246,11974,7305,2968,5758,53251
2020-08-31,Ngong,36922,18272,6432,3041,4445,69111
2020-08-31,Donholm,40008,13506,6403,5091,8027,73034
2020-08-31,Kitengela,25249,15250,7787,3181,3237,54704
2020-08-31,Westlands,97588,21106,14951,6503,14248,154396
2020-08-31,Umoja,27075,15041,4489,2536,3320,52461
2020-08-31,South B,42238,13707,9116,4098,8454,77614
2020-08-31,South B,45637,19086,7741,5308,5737,83510
2020-08-31,Ruaka,51254,20178,11293,4998,9163,96886
2020-08-31,Kasarani,24301,9989,5729,4480,6927,51426
2020-08-31,Kikuyu,21913,10949,7105,2718,7595,50280
2020-08-31,Rongai,28451,15560,7634,4442,6676,62763
2020-08-31,Kileleshwa,83618,21231,13282,6452,10182,134765
2020-08-31,Westlands,97671,25544,11580,5631,14884,155310
2020-08-31,Langata,54483,17661,11281,4451,9633,97510
2020-08-31,South B,40270,15673,10632,5449,6880,78905
2020-08-31,Kikuyu,23846,9654,9597,2982,6970,53049
2020-08-31,Umoja,29586,16281,5435,2857,4417,58576
2020-08-31,Thika,25637,13497,5344,3091,7962,55531
2020-08-31,South B,45220,14559,9529,3219,7251,79779
2020-08-31,Mlolongo,19374,12447,4020,3119,8051,47011
2020-08-31,Rongai,34407,16001,9161,4162,3849,67580
2020-08-31,Westlands,91211,22988,14866,5333,11513,145911
2020-08-31,Mlolongo,19390,11989,6365,1821,3729,43294
2020-08-31,Kasarani,19159,12363,5911,3653,4249,45335
2020-08-31,Thika,21882,13718,5326,3412,6554,50892
2020-08-31,Karen,155525,23906,15962,6580,17123,219097
2020-08-31,Kitengela,23444,14818,5530,3757,6214,53763
2020-08-31,Kasarani,21372,11132,4021,4191,5171,45887
2020-08-31,South B,43988,19050,9534,3268,9293,85134
2020-08-31,Rongai,29523,14659,6784,4473,4819,60258
2020-08-31,Donholm,33777,17276,7356,5156,7355,70919
2020-08-31,Kasarani,18433,10124,7448,3044,6107,45156
2020-08-31,Githurai,11381,9179,6900,1735,2382,31578
2020-08-31,Kitengela,28213,15851,6795,4428,4253,59540
2020-08-31,Githurai,8206,9935,5440,1808,6718,32108
2020-08-31,Ruiru,19030,8693,7895,3151,5461,44230
2020-08-31,Embakasi,23603,11816,7237,4438,5807,52901
2020-08-31,South B,45630,17709,11056,4169,5417,83982
2020-08-31,Embakasi,27969,15009,6007,4262,8515,61762
2020-08-31,Kitengela,22949,14612,6199,2170,6774,52704
2020-08-31,Githurai,11580,7352,3717,3419,1688,27757
2020-08-31,Kikuyu,18901,8515,4510,3116,3303,38345
2020-08-31,South B,45617,14490,9295,5331,5595,80329
2020-08-31,Embakasi,28539,12998,7346,3196,8642,60721
2020-08-31,Langata,58589,16827,10959,6614,11660,104650
2020-08-31,Thika,24642,13966,7620,3394,7213,56835
2020-08-31,Ruaka,47597,18415,8257,4814,11640,90723
2020-08-31,Donholm,37174,15520,7518,3670,4951,68832
2020-08-31,Rongai,34081,14891,5100,2828,4498,61398
2020-08-31,Mlolongo,16403,10523,4910,2422,5361,39619
2020-08-31,South B,43527,14616,7428,3683,5503,74758
2020-08-31,Thika,18767,13034,5656,2989,7971,48417
2020-08-31,Embakasi,23878,12030,6647,3202,6171,51928
2020-08-31,Langata,57849,21219,11832,5419,10092,106412
2020-08-31,Donholm,35361,15587,8766,3560,6198,69471
2020-08-31,Umoja,24195,14591,8048,2601,5481,54916
2020-08-31,Juja,17529,11363,5805,1597,5782,42076
2020-08-31,Rongai,35033,13030,8278,4412,5008,65761
2020-08-31,Juja,15817,9368,6976,3099,1879,37139
2020-08-31,Ngong,37396,17355,7634,4150,9789,76323
2020-08-31,Donholm,40089,15693,9432,2757,9719,77689
2020-08-31,Embakasi,26084,16192,6372,2921,5675,57244
2020-08-31,Kasarani,18252,12866,5104,2638,3957,42817
2020-08-31,Juja,13964,6315,4243,2191,4865,31578
2020-08-31,Ngong,36420,17022,9506,2966,4655,70568
2020-08-31,Kikuyu,23542,8720,5675,3676,8108,49721
2020-08-31,Thika,21789,10118,5606,4341,6147,48001
2020-08-31,Juja,16618,6362,3709,4248,3044,33981
2020-08-31,Kasarani,24493,10368,3864,4461,2598,45784
2020-08-31,Donholm,35843,17265,9888,2623,6612,72230
2020-08-31,Kitengela,28804,12127,6602,3804,7015,58352
2020-08-31,Ruiru,24932,12142,4915,4147,7456,53592
2020-08-31,Ruiru,21064,10304,7540,2497,7861,49266
2020-08-31,Mlolongo,20499,10951,6955,3653,2144,44202
2020-08-31,Kasarani,19862,11068,4792,3921,3962,43605
2020-08-31,Thika,18373,9367,6272,4459,7020,45491
2020-08-31,Embakasi,23604,13141,6162,3956,9042,55905
2020-08-31,Ruiru,19524,13889,7295,2258,7286,50252
2020-08-31,Thika,23259,12866,4674,2109,3960,46868
2020-08-31,Juja,12711,9754,6239,4108,3128,35940
2020-08-31,Westlands,92808,24853,14234,7378,16116,155389
2020-08-31,Kitengela,28307,13012,5785,2291,4945,54340
2020-08-31,Langata,53843,20808,11316,4995,12829,103792
2020-08-31,Embakasi,27297,13588,6429,2718,8994,59026
2020-08-31,Kikuyu,22662,14116,5553,4839,6217,53387
2020-08-31,Thika,19392,9326,3991,3313,7241,43263
2020-08-31,Kitengela,23655,15929,4261,4176,5923,53944
2020-08-31,Kileleshwa,87304,20167,12762,5398,13646,139277
2020-08-31,Karen,152383,28780,16602,8607,17590,223963
2020-08-31,Langata,57168,21258,13318,5401,8450,105596
2020-08-31,Ruiru,25106,10112,4174,5079,3696,48167
2020-08-31,Rongai,29970,15297,5879,5281,9201,65628
2020-08-31,Ngong,38474,15934,6187,5418,4373,70385
2020-08-31,Ngong,40852,16815,7267,2637,6102,73672
2020-08-31,Umoja,24370,13843,4495,3289,4649,50646
2020-08-31,Donholm,38707,17903,8746,3515,8566,77436
2020-08-31,Mlolongo,20996,12932,6733,4278,4607,49546
2020-08-31,Ngong,37668,14670,5783,5278,5272,68670
2020-08-31,Embakasi,27417,14639,4605,4304,8582,59547
2020-08-31,Githurai,11148,11830,5003,2091,3356,33429
2020-08-31,Juja,18765,8456,7378,3274,4976,42849
2020-08-31,Ngong,37342,18135,7220,4392,6423,73511
2020-08-31,Kileleshwa,86313,23588,13300,5028,11223,139452
2020-08-31,Langata,55912,18996,11896,4297,9054,100156
2020-08-31,Umoja,23506,10409,4857,3837,9061,51670
2020-08-31,Embakasi,26679,11640,5507,2969,7990,54785
2020-08-31,Kasarani,21519,12144,8042,3010,3577,48292
2020-08-31,Donholm,40988,15009,8864,4203,8553,77616
2020-08-31,Kitengela,24455,15109,4736,2533,4258,51091
2020-08-31,Umoja,27011,10640,7715,3524,4603,53493
2020-08-31,South B,44838,17412,8929,4211,5734,81125
2020-08-31,Karen,153611,29120,18027,9202,14647,224608
2020-08-31,Kasarani,18725,8930,4032,2799,2411,36897
2020-08-31,Umoja,27957,11560,4142,2320,5641,51620
2020-08-31,Kasarani,19488,8555,3983,3997,5174,41197
2020-08-31,Ruiru,20903,10519,4599,4771,3899,44691
2020-08-31,Kikuyu,18514,12588,4100,3256,7901,46359
2020-08-31,Kasarani,22488,14075,7506,4203,2523,50795
2020-08-31,Kikuyu,22015,9127,5322,2901,7833,47198
2020-08-31,Westlands,96565,23275,13146,6518,16342,155846
2020-08-31,Umoja,25304,14944,4789,4861,3986,53884
2020-08-31,Kasarani,24602,11948,4074,4280,6831,51735
2020-08-31,Langata,61807,22409,9520,5235,12540,111512
2020-08-31,Embakasi,24829,12469,7105,3790,4957,53150
2020-08-31,Embakasi,23060,11565,6019,4631,3686,48961
2020-08-31,Ruaka,48547,19932,8204,3936,10301,90920
2020-08-31,Githurai,13562,12202,4745,2672,6733,39915
2020-08-31,South B,38825,18791,9189,5991,10985,83782
2020-08-31,Ruaka,46959,16145,10588,5156,10440,89288
2020-08-31,Mlolongo,23416,11418,7631,3539,7175,53179
2020-08-31,Thika,19537,10192,6709,4804,6880,48122
2020-08-31,Westlands,92459,24923,15311,5345,13532,151570
2020-08-31,Karen,153527,28937,17001,6643,16680,222789
2020-08-31,Thika,17987,12584,4248,4268,4177,43264
2020-08-31,Ruaka,50076,18155,8437,3558,8594,88820
2020-08-31,Ruaka,44366,17184,10419,3332,9180,84481
2020-08-31,Kikuyu,19649,13431,4880,3015,4242,45217
2020-08-31,Kileleshwa,82554,21937,11873,6112,10563,133039
2020-08-31,Thika,23368,11447,6646,4543,4078,50082
2020-08-31,Westlands,95148,25280,15034,5869,10487,151818
2020-08-31,Juja,18725,10700,4373,3786,5459,43043
2020-08-31,Ruiru,23573,13618,8063,2585,5569,53408
2020-08-31,Kasarani,17688,14185,3847,4695,8095,48510
2020-08-31,Westlands,93858,21905,14297,6355,15351,151766
2020-08-31,Donholm,34034,13557,7111,2996,7301,64998
2020-08-31,Ruaka,49362,18175,11055,3329,9134,91055
2020-08-31,Donholm,40532,16706,6846,5256,5537,74876
2020-08-31,Westlands,92939,26264,13138,6837,14164,153342
2020-08-31,Kasarani,17778,8778,7276,2130,5821,41783
2020-08-31,Thika,18173,8665,3793,3638,4143,38412
2020-08-31,Embakasi,23611,13847,4667,4355,4676,51156
2020-08-31,Githurai,10759,8692,6188,4275,3556,33471
2020-08-31,Kasarani,18690,8826,3886,4632,7905,43939
2020-08-31,Kikuyu,21510,9640,5395,3244,3674,43463
2020-08-31,South B,41799,19285,9717,3548,6203,80553
2020-08-31,South B,41247,18001,7540,3338,6463,76590
2020-08-31,Karen,158623,24749,15241,7566,19301,225481
2020-08-31,Juja,19781,7897,6315,4392,3341,41726
2020-08-31,Karen,159674,29216,14050,8292,16886,228119
2020-08-31,Ruaka,47146,17912,10539,3818,11014,90429
2020-08-31,Karen,157031,26144,15522,7097,15528,221323
2020-08-31,Kitengela,30212,14352,4519,3545,4220,56848
2020-08-31,Juja,19814,9368,3705,2219,1964,37070
2020-08-31,Embakasi,28926,11580,7314,3117,7907,58844
2020-08-31,Juja,18252,10060,5075,3295,7303,43985
2020-08-31,Githurai,12168,9190,2733,1600,6194,31886
2020-08-31,Githurai,13458,12015,4454,3832,1747,35507
2020-08-31,Ruiru,17731,9095,4977,3852,7221,42876
2020-08-31,Embakasi,25970,12797,7935,4253,4466,55421
2020-08-31,Westlands,93757,26330,11562,5871,14320,151840
2020-08-31,Westlands,91068,21270,11913,8120,11647,144018
2020-08-31,Githurai,8644,12953,5766,3344,3014,33722
2020-08-31,Rongai,28014,16749,7523,2373,8778,63437
2020-08-31,Mlolongo,19835,8910,6067,3101,5138,43051
2020-08-31,Thika,21202,11836,4110,3543,6078,46769
2020-08-31,Ruaka,43520,16375,11950,4778,11096,87719
2020-08-31,Juja,16030,7934,5519,2254,3304,35041
2020-08-31,Kileleshwa,81127,18866,12007,5162,13359,130521
2020-08-31,Donholm,33662,16656,9702,3124,5553,68696
2020-08-31,Donholm,39059,12973,6985,5297,9911,74224
2020-08-31,Embakasi,28011,13792,7050,2172,8820,59845
2020-08-31,Kikuyu,23536,10171,5470,4822,2942,46941
2020-08-31,Rongai,34411,12332,7391,4135,7443,65712
2020-08-31,South B,41368,16240,9733,3786,7927,79055
2020-08-31,Ngong,38672,17359,7449,4125,9255,76859
2020-08-31,Kikuyu,18705,12495,6204,4601,7642,49647
2020-08-31,Rongai,29463,13226,8643,5091,9245,65668
2020-08-31,Langata,59257,23470,11938,5977,12691,113333
2020-08-31,Kasarani,22357,13799,6699,3341,5486,51682
2020-08-31,Mlolongo,23021,8733,6712,2527,7164,48157
2020-08-31,Ngong,40822,13177,8986,2866,10038,75888
2020-08-31,South B,40231,14529,9494,5411,9956,79622
2020-08-31,Rongai,31980,15840,6464,2718,5785,62787
2020-08-31,Kileleshwa,87034,24197,12257,6123,13565,143176
2020-08-31,Rongai,34407,13141,8571,3184,4192,63495
2020-08-31,Mlolongo,21880,8390,4399,3864,3166,41699
2020-08-31,Thika,24671,12618,5981,3103,6533,52906
2020-08-31,Embakasi,25706,15239,3955,3080,9007,56987
2020-08-31,Embakasi,23807,13346,5396,4942,5545,53036
2020-08-31,Kileleshwa,87071,22698,9014,4310,8445,131538
2020-08-31,Juja,19530,7673,5227,1716,6880,41026
2020-08-31,Ruiru,22815,9796,7532,4818,8127,53088
2020-08-31,Rongai,29552,11681,8907,4974,6772,61886
2020-08-31,Umoja,25870,16176,6854,4572,6881,60353
2020-08-31,Ruaka,48356,19415,9499,4334,6539,88143
2020-08-31,Ruaka,48811,17470,11759,4096,10095,92231
2020-08-31,South B,43095,16075,7888,3414,8265,78738
2020-08-31,Kasarani,19063,9642,3793,3955,2450,38903
2020-08-31,South B,38431,16633,8050,5184,6255,74554
2020-08-31,Embakasi,23513,14827,6946,2892,6268,54446
2020-08-31,Kileleshwa,87151,19619,9106,5259,10863,131998
2020-08-31,Ruiru,20125,13408,6352,3468,2165,45519
2020-08-31,Ruiru,18576,12807,8136,2758,6117,48394
2020-08-31,Embakasi,24872,13837,3964,2516,8138,53327
2020-08-31,Juja,13467,9919,6744,3499,2571,36200
2020-08-31,Juja,18708,9256,5692,3531,4177,41364
2020-08-31,Karen,154170,24920,16035,8949,17988,222063
2020-08-31,Mlolongo,15636,10926,7554,2073,6394,42583
2020-08-31,South B,38934,17483,9699,4604,6673,77394
2020-08-31,Juja,13608,9346,6183,3250,6672,39059
2020-08-31,Umoja,27292,13904,4350,3764,8673,57983
2020-08-31,Donholm,39941,13510,8229,3642,8470,73791
2020-08-31,Ruaka,46967,15971,11640,3410,11492,89480
2020-08-31,Donholm,41144,16073,8200,4539,6756,76711
2020-08-31,Ngong,40805,13313,8478,4848,6744,74187
2020-08-31,Ruaka,49830,21116,12066,5741,9106,97859
2020-08-31,Embakasi,28031,11243,4935,3741,5357,53307
2020-08-31,Kileleshwa,85197,22600,11818,6656,13431,139702
2020-08-31,Juja,16768,10803,3256,2071,3394,36292
2020-08-31,Langata,61376,18904,12727,5809,12386,111203
2020-08-31,South B,39078,15514,7289,3551,7120,72553
2020-08-31,Umoja,27870,11616,6615,4270,3574,53945
2020-08-31,Mlolongo,20857,9932,4986,3807,4437,44019
2020-08-31,Embakasi,26484,15210,4466,3167,7806,57133
2020-08-31,Embakasi,28270,15710,4235,4182,5575,57972
2020-08-31,Kileleshwa,83828,22331,9153,4578,8556,128446
2020-08-31,Umoja,23773,14923,3892,3446,7554,53588
2020-08-31,Langata,54381,22558,11139,4335,9728,102142
2020-08-31,Kitengela,25485,18011,6953,3431,3552,57433
2020-08-31,Thika,20786,9145,4381,3323,6519,44154
2020-08-31,Githurai,12744,7900,3653,1593,4306,30197
2020-08-31,Ngong,35118,17535,6767,5116,6804,71339
2020-08-31,Ruaka,44927,16264,11409,5470,8035,86105
2020-08-31,Mlolongo,21750,9859,4219,4463,7235,47526
2020-08-31,Donholm,34966,18013,8902,3558,8652,74090
2020-08-31,Kileleshwa,81976,24207,10316,4561,12533,133593
2020-08-31,Mlolongo,16563,7500,5033,4452,6522,40070
2020-08-31,Kitengela,29239,12700,7239,3993,4862,58032
2020-08-31,Kikuyu,18186,9202,6142,3743,8463,45736
2020-08-31,Juja,19831,11401,7526,4543,6006,49307
2020-08-31,Westlands,96008,25854,10933,7942,10762,151499
2020-08-31,Langata,53927,17948,12878,6113,11893,102760
2020-08-31,Westlands,94319,26498,12428,7033,12341,152619
2020-08-31,Ruaka,45278,19512,12240,4068,10073,91171
2020-08-31,Juja,15321,12195,5813,1623,6584,41536
2020-08-31,Langata,58572,16977,10816,5326,11677,103369
2020-08-31,Embakasi,27670,10724,6391,3189,9013,56987
2020-08-31,Donholm,39734,13220,9825,5605,8559,76942
2020-08-31,Rongai,31434,17011,9002,4949,3923,66319
2020-08-31,Kileleshwa,85525,18955,10446,4595,13848,133369
2020-08-31,Umoja,27782,12632,6081,2593,7605,56693
2020-08-31,Embakasi,22839,13729,7656,4960,4141,53325
2020-08-31,Mlolongo,21679,9835,3810,2617,6408,44349
2020-08-31,South B,43180,14500,10541,3455,6501,78178
2020-08-31,Embakasi,24617,13924,7304,2636,7501,55982
2020-08-31,Ngong,37744,16977,7466,2682,5826,70694
2020-08-31,Umoja,23855,10500,3710,3744,6883,48692
2020-08-31,Kasarani,20164,11124,5190,3565,5238,45281
2020-08-31,Mlolongo,17577,9043,5741,2785,2773,37919
2020-08-31,Mlolongo,19716,7425,3589,4712,7199,42641
2020-08-31,Embakasi,27040,11902,5463,3289,8194,55888
2020-08-31,Kileleshwa,86315,21194,11506,6097,13992,139104
2020-08-31,Githurai,9760,7354,5817,3991,4345,31268
2020-08-31,Kitengela,23398,10752,5583,3185,7028,49946
2020-08-31,Rongai,33902,13418,5709,2746,6746,62521
2020-08-31,Embakasi,30529,13445,7250,4307,3400,58931
2020-08-31,Kikuyu,18742,11963,5611,3532,7192,47040
2020-08-31,Kikuyu,19968,11177,4593,2232,4323,42293
2020-08-31,South B,40300,14778,10444,3445,9832,78800
2020-08-31,Westlands,91376,25119,12399,5622,12498,147014
2020-08-31,Kileleshwa,81891,20234,11860,4655,13995,132635
2020-08-31,Ngong,33277,14388,8731,5246,5883,67524
2020-08-31,Mlolongo,17212,11531,3563,3965,6999,43270
2020-08-31,Githurai,7467,8857,6506,4483,4405,31719
2020-08-31,South B,40862,14930,11128,3638,10108,80667
2020-08-31,Embakasi,25237,12168,6958,4439,7143,55945
2020-08-31,Embakasi,23429,16174,7901,3704,7922,59130
2020-08-31,Karen,158538,24789,15971,7273,14051,220623
2020-08-31,Mlolongo,17700,7686,5896,2160,7395,40837
2020-08-31,Donholm,40569,13315,9529,4685,9200,77297
2020-08-31,Ruaka,49244,21257,13012,4543,7494,95550
2020-08-31,Langata,57979,17763,10236,4549,8675,99203
2020-08-31,Ruaka,50768,18166,8431,3885,8444,89694
2020-08-31,Donholm,33736,16206,10216,5205,6022,71384
2020-08-31,Ruiru,21947,13531,3695,4830,6740,50743
2020-08-31,South B,43277,17216,9005,5174,9902,84575
2020-08-31,Westlands,92339,22361,14548,7830,13782,150860
2020-08-31,Westlands,95914,26617,14888,7152,14904,159475
2020-08-31,Rongai,33761,14134,4854,4461,5461,62671
2020-08-31,Ruaka,48060,15569,9913,4097,9600,87239
2020-08-31,Kikuyu,17894,9366,4626,2428,7515,41829
2020-08-31,Kileleshwa,86522,24458,10420,6082,13573,141055
2020-08-31,Kikuyu,17751,12435,6162,2119,2854,41321
2020-08-31,Kasarani,21261,8948,5382,4450,2869,42910
2020-08-31,Rongai,31112,13427,7331,5056,6011,62937
2020-08-31,Embakasi,23953,13353,5199,4467,7997,54969
2020-08-31,Ruaka,48526,18880,9030,6075,11356,93867
2020-08-31,Ruiru,17915,9125,6100,2515,2561,38216
2020-08-31,Ruiru,25201,10177,5011,4118,3012,47519
2020-08-31,Kikuyu,18039,10416,6196,3491,7167,45309
2020-08-31,Karen,153868,27287,15860,9142,16374,222532
2020-08-31,Mlolongo,16289,12942,6298,2680,4077,42286
2020-08-31,Rongai,35954,12889,4818,4861,3991,62513
2020-08-31,Ruiru,19772,8800,5899,2265,6870,43606
2020-08-31,Donholm,36521,14011,5959,4830,5745,67065
2020-08-31,Ruiru,22526,13121,5805,2141,3602,47195
2020-08-31,Mlolongo,22826,8131,4108,3992,7507,46564
2020-08-31,Kikuyu,18042,9939,5210,3725,4693,41609
2020-08-31,Langata,57030,19173,12010,3816,10112,102142
2020-08-31,Juja,14723,9549,7517,2288,5503,39580
2020-08-31,Thika,23365,13523,6584,2492,5218,51182
2020-08-31,Kileleshwa,79840,21402,11113,6370,13490,132215
2020-08-31,South B,45734,15612,9804,4659,8182,83992
2020-08-31,Githurai,11558,11576,3690,3661,1693,32179
2020-08-31,South B,39511,19142,8689,4368,10019,81730
2020-08-31,Githurai,9692,7932,3804,1694,4676,27799
2020-08-31,Donholm,36696,18216,9804,3382,7573,75670
2020-08-31,Westlands,92480,23012,13493,7397,12229,148611
2020-08-31,Kasarani,19990,10565,5098,2673,5033,43359
2020-08-31,Githurai,10691,11714,3245,2536,2747,30934
2020-08-31,Kileleshwa,84453,23062,11512,6940,8479,134446
2020-08-31,Mlolongo,18671,12594,6745,4009,5693,47712
2020-08-31,Thika,24374,11181,3709,3429,3794,46487
2020-08-31,Karen,159939,26285,14972,6684,19048,226929
2020-08-31,Ruiru,21705,9440,6159,4714,8107,50125
2020-08-31,Kikuyu,24056,10982,7645,4260,4308,51251
2020-08-31,Mlolongo,20407,9984,4227,4528,3612,42758
2020-08-31,Donholm,37529,15451,5892,4360,7213,70444
2020-08-31,Kitengela,27557,11205,7110,4849,4088,54809
2020-08-31,Kitengela,23555,15393,4358,2958,4687,50951
2020-08-31,Embakasi,24012,15338,7084,3213,6349,55996
2020-08-31,Thika,20093,9649,5224,2294,4455,41715
2020-08-31,South B,39253,16108,11247,4635,8429,79673
2020-08-31,Githurai,9563,9926,4261,3317,2478,29546
2020-08-31,Ruaka,50421,18793,8700,5921,8147,91982
2020-08-31,Westlands,92524,25704,14828,5957,10559,149572
2020-08-31,Kileleshwa,82657,24411,12603,6908,13031,139610
2020-08-31,Ruiru,24901,10543,7977,2422,2215,48058
2020-08-31,Githurai,10157,8395,5049,4477,4226,32304
